content,sentiment
ini gimana sih  tiap bulan masak minta masuk lagi  log in lagi  udah gitu katanya password kadaluarsa dan harus verìfikasi no  hp  udah dikirim no otp di hp  tulisannya  jaringan eror  lah   kode otp kadaluarsa  lah  gitu terus sampe    gak guna,-1
mau login masa gabisa  jaringan jelek katanya  padahal pake wifi indihome itu sendiri  anehh,-1
coba login tpi ga bisa  selalu infonya kalau aplikasi sedang dalam peningkatan  padahal mau cek pembayaran dan lain lainnya ,-1
sampai saat ini saya belum juga bisa login ke aplikasi myindihome  selalu lagi dalam perbaikan,-1
parah aplikasinya setelah di update malah ga bisa liat penggunaannya   ,-1
aplikasi buruk   setiap mendekati tggl    tggl pembayaran indihome saya  selalu ada perbaikan aplikasi  dan itu berulang kali trjadi  tapi jika saya buka di awal bulan atau tggl yg masih jauh untuk pembayaran indihome saya  aplikasinya baik2 saja trus untuk apa poin my indihome saya               tahun lalu masih bisa saya tukarkan dengan potongan tagihan indihome  tapi kalau aplikasinya selalu maintenance bagaimana saya bisa menggunakan poin saya       sorry bintang 1  ,-1
aturan single login menyusahkan   hadeh   ngga usah segitu²nya pak   bahkan gmail aja ngga seperti itu   jangan menyulitkan masyarakat    byk org yg instal lebih dari 1 device jadi malas kalau tiap login kudu masukin password lagi   hanya buat cek kuota    macam aplikasi bank yg isinya duit aja   lebay     maaf  kritik ini demi kemajuan developer indihome   login aja tambah susah bgt sih skrg   password kadaluarsa   lebay bgt   email saya puluhan tahun ngga pernah kadaluarsa  ,-1
rusak truss app mau bayar tagugan app gk bisa di buka  minta ganti sandi  semengra proses ehhhh sedang peningkatan layanan  app gak matang sekali off line aja,-1
ribet dan lemot         kalau bukan app terbaru tidak mau masuk  padahal banyak bug sana sini  terus tiap kali di update harus login lagi,-1
aneh banget aplikasi nya selalu ad masalah  mana login nya ribet mnta verfikasi segala mcm bnyak tingkah sekali ini indihome  kualitas sinyal jga mengecewakan  andai ada jaringan lain udh ga saya pake ini indihome sangat mengecewakan sekali,-1
nggak bagus aplikasinya stiap mau msuk sllu mhon maaf kami sedang melakukan peningkatan trus  kpan jdix terus kpan bisa buka  pokox nggak bgus aplikasinya   mhon maaf  ,-1
setiap mau bennerin koneksi wifi pasti lemot trus nggk bisa  pdahall ak bayar di atas orang2 warga sini tp mau benerin pengaturan sepeerti ganti sandi aja sulit percuma lu bikin aplikasi klo gni,-1
pertama indihome lancar   wus wus   tapi lama2 gk jelas sering mati2 sendiri    sinyal gk stabil,-1
ini saya knp gk bisa masuk aplikasi lagi   selalu keterangan nya kami sedang perbaikan,-1
habis update tidak bisa login lagi   konekski bagus tapi suruh periksa jaringan,-1
kalok nggak niat bikin aplikasi mendingan di hapus aja  nggak usah kasih aplikasi kalok habis update malah eror mulu login nggak bisa kesalahan jaringan terus  terus gunanya update apaan kalok nggak memperbaiki sistem  malah bikin buruk sistem ,-1
woy anjg gak bisa login  kesalahan koneksi terus pas login,-1
aplikasi tolol dongo idiot yang buat bocil baru lulus smp  masa abis di ganti pasword pas masukin pasword baru malah ga bisa  mana bikin pasword nya di atur lagi harus  uruf ,-1
ada update baru bukannya nambah bagus  malah ga bisa login rusak aplikasi   user bikinnya,-1
sering error   peningkatan layanan buat apa    ngk ada berubah pun   wifi makin hari makin lelet    tagihan lama lama naik ngk jls   pas di komplin bilang promo ini promo itu  ,-1
saya jadi pelanggan memang baru 1 tahun lebih tapi tagihan bulanan selalu saya bayar tepat waktu dan tidak pernah telat  kecepatan internet  bps   unlimited tapi jaringan internet sering hilang  bagaimana mana ini         ,-1
tiap mau masuk pasti ga bisa dan ada keterangan   mohon maaf kami sedang melakukan perbaikan layanan  terus gunanya aplikasinya buat apa  ,-1
tidak bisa masuk  dengan alasan peningkatan pelayanan yang sudah 4 hari  belum belum juga di tingkatkan   ,-1
udh brp bln aplikasinya gk bisa dipake  keterangannya sllu dlm peningkatan layanan ,-1
aplikasinya ada tapi pelayanan tidak ada  gak bisa di pake dong aplikasinya,-1
aplikasi ter aneh salah masuk pass sekali aja nunggunya harus berjam jam  wkwkwkwk,-1
wifi nya sering ngelag erorr  jaringan gak stabill   tolong diperbaiki thnks,-1
udah sebulan lebih tlp saya bermasalah tapi waktu lapor lewat aplikasi  tulisannya selalu  aplikasi sedang ada kendala ,-1
mau login susah amat  id   password saya masih ingat malah dibilang kadaluarsa padahal gak pernah ngutak atik aplikasi  giliran pas relog verifikasi kode nomor via wa katanya salah  padahal jelas2 saya udah bener masukinnya lha wong cuma 4 angka kok  masukin   dibilang berulang2  suruh nunggu 1 jam lagi  selain masalah itu  di berandanya juga sering gak bisa diliat nampilin isinya  eeq ini si udah terlalu babi  indihomo tu termasuk mahal lho telkomtod  cuma urusin aplikasi aja kagak becus bi ,-1
aplikasinya gangguan terus  tambah mahal sekarang,-1
aplikasi aneh  makin sulit pengaplikasian nya,-1
ketika mau login muncul error  interupt saya kira krn aplikasi blm saya prbarui  stlh saya prbarui trnyata sama saja  sdh hmpir  ulan blm bsa login ke aplikasi  udh bayar mahal pelayanan mngecewakn  jgn cmn bilg maaf  tp extra scepatnya dprbaiki pelayanannya ,-1
jelek banget  mau login pakai kirim kode verifikasi ke nomor lama  apabila nomor lama udh gk dipake atau nomor udh hilang terus buat liat kode verifikasi yg dikasih gimana  coba dibuat fitur lupa nomor kan jadinya lebih enak buat user,-1
lelet        lemot jangan pasang nanti nyesel seumur umur sumpah bikin emosi  emg pas awal awal lancar  sinyal wifinya kejangkau jauh   tp klo dah berbulan bulan lelet dan sinyal wifinya mulai melemah  rencana kalo udah setahun pemasangan mau dicabut  lemot jangan pasang nanti nyesel seumur umur sumpah bikin emosi  emg pas awal awal lancar  sinyal wifinya kejangkau jauh   tp klo dah berbulan bulan lelet dan sinyal wifinya mulai melemah  rencana kalo udah setahun pemasangan mau dicabut ,-1
ui aplikasi sudah sangat baik mudah digunakan dan simpel  tetapi aplikasi sangat lemot padahal menggunakan jaringan yang stabil  sebagai pengguna saya berharap update untuk performa dan stabilitas aplikasi ,-1
mau ngecek tagihan malah load terus gimana nih  untuk saat ini kasih  bintang dulu,-1
susah masuk ke apk my indihome setelah up ke speed  bps selalu peningkatan layanan  sudah 5 bulan gk bisa masuk padahal sudah terdaftar,-1
selesai di update malah eror tidak bisa login  masukin kode verifikasi salah padahal sudah sesuai dengan yg dikirim lewat sms wa,-1
kami melakukan pemindahan alamat dan kami juga sudah membayar biaya admin  tapi hampir  minggu masih belum bisa di gunakan  buat temen2 yang mau pasang indihome silahkan dipikir pikir terlebih dahulu ,-1
mau lapor gangguan  malah app nya juga gangguan  d,-1
permasalahan sekarang tiba2 muncul nomor indihome yg bukan punya pemilik tolong d perbaiki dan satu lagi alamat tidak sesuai dengan alamat rumah ini tolonh diperbaiki juga,-1
halo developer  tolong di perbaiki bugnya  saya tidak bisa login lagi untuk membayar tagihan,-1
aplikasi kelek susah buka alasan tidak ada koneksi jaringan ,-1
apakah bisa di setting untuk waktu wifinya yang bisa dipakai kapan saja    krn kl on terus  anak2 tidak ada waktu istirahatnya maen hp terus,-1
login nya susah  klik addons tambah layanan ga bisa2  cm lihat tagihan doang ky ga berguna ini app,-1
turun bintang    kenapa aplikasinya kok aneh  ketika login malah di alihkan reset sandi  ketika mau input kode malah error periksa koneksi   ,-1
setelah update malah logout sendiri  mau masuk susah sekali   rusak pokoknya,-1
aplikasi jelek saya mau komplain mati seharian kagak bisa  klo di daerah saya ada provider selain indihome udh pasti saya ganti,-1
sering error   mau bikin tiket gangguan malah gak bisa,-1
kenapa menu smooa tidak bisa di buka dan point tanpa di pakai bisa hilang  kalian mau dagang apa main game  tolong di perbaiki lagi aplikasi nya  setelah di upgrade bukan nya lebih baik malah lebih parah ,-1
saya kasih bintang 1 aja karena saya mau upgrade speed nya masih bermasalah ngak bisa di ngasih otp nanti kalau sdh bisa baru bintang nambah ,-1
bukannya makin bagus malah makin payah setelah di update contoh   lbuka riwayat tagihan loading mulu,-1
sayang2 kuota update gak bisa masuk k aplikasi ,-1
sebenernya enak si pakai indihome ini  jaringannya oke  cuma mau pasang smart indihome  cctv  selalu gagal  udah 3 kali aktifasi tetap aja gagal  padahal biar sekalian pembayaran jadi satu dengan layananan internet n tv nya  tinggal tunggu waktu aja si ini  kalau gagal terus paling ganti ke layanan tetangga  ,-1
pertama pakai aplikasi ini sy kasi bintang5 karna selain mudah cara pembayaran jg untuk mengeceknya gampang tapi setelah pemakaian  ulan pas mau buka aplikasi loadingnya lama banget dan sering error tolong di perhatikan kenyamanan customer,-1
aplikasinya error terus    lebih baik saya hapus aplikasinya   nanti klo sudah normal baru cari yang lain lagi,-1
ga bisa login   mau login bilang password ud kadaluarsa dan situ ganti   ud ganti dan kirim kode verivikasi pas di masukin kode ny bilang kode tidak valid   lol sekali   ud coba   ttp aja ga bisa,-1
setelah diupgrade detail penggunaan tidak ada  harusnya jgn dihilangkan krena info penggunaan penting,-1
kalau ngk niat bikin app mending ngk usah diki² peningkatan layanan kadang² kluar sendiri makin ngk jelas nih app,-1
kalau sudah bagus jgn di utak atik trus  malah jdi prodok gagal jadi nya  liat pembayaran susah bayar susah nanti kalau gak bisa di akses lgi mahalah kena denda lgi,-1
voucher sering hilang padhal biar dpt diskon  tidak ada pengembalian poin saat voucher hilang sudah lebih dari     poin yg hilang sia sia ,-1
wifi burik kontl  buat kerja ngelag  maen game ngelag  streaming ngelag  benerin bangke profaidernya  nelpon csnya pake pulsa  malah disuruh nunggu  dia kira nelpon gratisan kali anjg,-1
sangat tidak baik tiba tiba minta ganti pasword baru waktu ganti pun gak bisa bisa hapus aja jika gak guna ini aplikasi bikin panas aja mau cek tagihan malah bikin masalah baru,-1
tidak bisa login udh masukin kode verifikasi buat ganti pw ketrangan silahkan perika jaringan koneksi anda  padahal jaringan d rumah full normal  gak jelas apk ny  segra perbaiki lagi  menyusahkan kalo ada apa² ny seperti mau komplin msalah modem atau jaringan   ditunggu follow up nya tks,-1
update aplikasi malah semakin ribet   susah dan interface membinggungkan untuk user,-1
semakin lama semakin buruk  harga semakin mahal  pelayanan mengecewakan  jaringan lebih hancur lagi  bingung banget sma indihome  wa aja susah banget nyambung nya  jaringan wifi keluar2  tapi pembayaran  n  tolong ini indihome di perbaiki setidaknya jaringan nya yang di perbaiki  merasa rugi banget bayar mahal jaringan jelek  bahkan nelfon lewat wa menghubungkan     padahal cuaca nggak ada hujan sma skli,-1
di depan rumah saya sudah ada jaringan fiber optiknya tapi di aplikasi keterangannya belum ada,-1
setelah update  aplikasi tidak bisa login dengan notifikasi sedang perbaikan,-1
saat login lama   kalau mau bukak di keluhan lama kadanf sering ganguan biat proses bantuan  laporan layanan tergangu,-1
tolong dong saya mau cek diriwayatnya tapi error gk keluar2 listnya,-1
buka aplikasi aja gk bisa aneh padahal guna data ganti guna wifi juga masi gk bisa,-1
saya sebagai customer sangat2 d rugikan dari kemarin saya mengalami kerusakan tetapi sampai saat ini tidak ada yang memperbaiki segitu tiket untuk memperbaiki sudah ada saya kantongi tetapi petugas yg memperbaiki blm dtng jg,-1
diperbaiki lah servernya  masa bertahun tahun mau lapor gak pernah bisa lewat aplikasi  padahal tiap telepon selalu diarahin untuk lapor lewat aplikasi ,-1
operator cs ok tanggap banget buat laporan customer  tapi tehknisinya ndablek lama nerima laporan dan kurang tanggap  atau memang tehknisinya cuma 1 org per provinsi entahlah  ,-1
aplikasinya tidak bagus setelah diupgrade   gak bisa lagi cek jumlah perangkat yg terhubung   email yg dimasukan pertama kali tdk sama dgn yg ada diprofil   akhirnya harus ganti email lain utk verifikasi akun   tidak bisa ganti profil   selalu muncul  kami dalam meningkatkan layanan silahkan kembali lagi nanti    aplikasi yang aneh,-1
aplikasi lemot  sering gangguan  tidak bisa membuat laporan gangguan,-1
versi baru di suruh ganti password di anggap kadaluarsa bgtu dpt kode pemulihan reset password di masukan kode malah di suruh cek konektivitas jaringan,-1
apk nya parah  sering bermasalah sering gak bisa masuk myindihome,-1
aplikasinya ga bisa diakses  alasan periksa jaringan padahal jaringan ga ada masalah  hanya waktu bulan bulan pertama pemakaiannya saja yang bagus ,-1
ini aplikasi kenapa  mau daftar tapi tertulis  sedang meningkatkan pelayanan  terus  jadi gak bisa ngecek atau daftar sama sekali  tolong di perbaiki   ,-1
saya mau melakukan pengaduan internet tidak berfungsi  tetapi selalu di arahkannya ke restart modem terus  ingin lapor ke call center   terkena pulsa  tidak ada call center by wa ,-1
aplikasi bodoh  sdh d kasi masukkan gk ada perubahan  login sangat susah woi    ,-1
aplikasi lemot banget   mau masuk aja susah   kok nggak pernah diperbaiki   payahhh    ,-1
selalu muncul notif sedang melakukan peningkatan pelayanan pada saat ingin laporan jika terjadi error,-1
ga bisa login udah ntah knapa malah loading terus  capeeeeee,-1
update malah ribet mau masuk lagi verifikasi terus dan gagal mulu,-1
tdk membantu sama sekali dlm hal penanganan masalah indihome pemakaian rumah  belum lagi u penanganan masalah kita harus ke kantor utama yg jarakny cukup jauh dr rumah,-1
telkom banyak tingkah  update aplikasi malah jadi gak bisa masuk  mau lapor gangguan jadi susah  ,-1
kalau di daerah saya terjangkau biznet  pasti saya sudah ganti  karena harga paket internet saya  bps  harganya normal internet   tv  padahal gak ada tv set top box nya  coba aja bisa diganti dengan langganan disney  hotstar gratis,-1
fitur semakin berkurang  sering eror sudah bayar tapi tidak bisa melakukan laporan jaringan padahal dulu lancar  makin di update makin gaenak aplikasinya tambah lemot juga ,-1
setiap mau membayar tagihan lewat aplikasi kok selalu peningkatan aplikasi  aplikasi  gak perlu peningkatan cuma jaringan  gak usah kebanyak manipulasi dan marketing gak jelas ,-1
saya sudah membayar tagihan bulanan tetapi masih isolir untuk berlangganan aktifasi layanan indihome yg lain  mohon bantu segera diatasi  mohon segera perbaiki aplikasi ini  karna untuk layanan pengaduannya tidak bisa di gunakan ,-1
makin kacau aplikasinya susah buat di buka susah buat bikin laporan gangguan sering gak bisa,-1
sama saja ke   dm twitter sudah  tetap tanpa penjelasan dan kepastian terhadap pelanggan     kecewa  thx,-1
aplikasinya lemot  sering gangguan    pakai wifi ga bisa dibuka aplikasinya  harus pakai data seluler bru bsa     tolong tingkatkan lagi aplikasinya ,-1
jelek sekali aplikasinya    ayolah  anda bisa membut aplikasi yg jauh lebih bagus drpd beginian  ,-1
aplikasi apa ini  sampah  loading lama  pakai jaringan indihome saja nunggu lama,-1
ga bisa login terus  maitenance aja terus alasannya ,-1
apasih tiap mau bayar gagal mulu alasan sedang peningkatan layanan  mau login habis masukin kode juga gitu apk cupu,-1
gak jelas sering gabisaa  terus di suruh login ulang eh pas login gagal pas verif,-1
lambat  gak bisa bikin pengaduan lewat aplikasi lagi ,-1
pelayanan indihome sangat tidak baik sekali  saya jadwalkan pemasangan tgl 9 pagi siang eh dikabarin malamnya katanya tgl   mau di survei tpi sampai sore ga dateng² dan gabisa dihubungin di telepon ga di angkat pihak indihomenya,-1
masuk aplikasi tidak bisa login   tolong dong admin,-1
sudah beberapa minggu saya tidak dapat menggunakan masuk aplikasi ini  saya menggunakan nomor telepon dan juga email saya  tetap tidak dapatasuk  saya kesulitan untuk melihat tagihan dan lain sebagainya  tolong di perbaiki ,-1
info buat yang tidak bisa buka aplikasinya  coba pakai aplikasi vpn ,-1
nih apk minta tolong diperbaiki ya  saya mau cek dan tuker poin aja selalu keluar terus,-1
kenapa aplikasi sekarang ini kalo untuk mengakses poin indihome selalu force close  perbaiki lagi min  ,-1
aplikasinya bagus sih sebenarnya namun masih banyak error2 dan bug   cek voucher langsung keluar sendiri dari aplikasi   melakukan penukaran point dengan gift  menunggu saat waktu pengambilan eh vouchernya lenyap dari aplikasi saat pengen melakukan penukaran  mau komplain tp gift tdk seberapa dan tdk sebanding dgn waktu yg terbung jika melakukan komplain jadi d biarkan saja lenyap   masih perlu banyak perbaikan sih kalo menurut saya,-1
kualitas sinyal minimal  bayar maksimal   ,-1
sampai kapan peningkatan jaringan nya  mau melaporkan jaringan gak bisa  percuma ada aplikasi jadi ga guna   ,-1
aplikasine kok ada bug ya  suruh ganti password  tp tokennya selalu kadaluarsa  padahal tdk sampai 1 menit setlh masuh di email  pqngsung saya copas  tp warningnya kadaluarsa ,-1
parah nih indihome  bulan ini udah 3 kali bermasalah  gangguan massal mulu  mending klo 1 atau  jam  ini smpi  3 hari  awal2 pemasangan setahun lalu bagus terus  makin lama makin down  udh gitu aplikasinya juga gangguan massal mulu  mau ngereport wifi bermasalah malah tertulis gangguan massal  udh sebulan di aplikasinya tertulis gangguan massal  mau gamau klo report harus tlpn  gabisa lewat aplikasi  tolong diperbaikilah aplikasinya apalagi jaringan nya  yakali harus laporan lewat tlpn terus ,-1
sudah saatnya meningkatkan pelayanan bung indi  karena   ini sering lemot dan sering tidak tersambungj ,-1
keluar dari aplikasi sendiri sekarang gak bisa masuk lagi suda berkali  d coba dalam berapa hari ini selalu dalam ganguan gak bisa masuk,-1
iming iming dapat saldo link aja untuk memberi ulasan  udah gitu masih di undi  dari dulu undian telkom telkomsel ga ada yg nyangkut sebagaimanapun sistemnya berubah untuk memperbesar peluang menang,-1
awalanya aplikasi bagus     tp knp bbrapa bulan ini eror terus   kdng gk bisa login atau force close  saat minta konfimasi ulang  malah konksi eror   pdhl wifi yg saya pakai aman  saja    mohon ditindak lanjut  terima kasih,-1
setelah update  waktu mau lihat penawaran penukaran hadiah dengan point  aplikasi langsung force close,-1
aplikasi masih lelet dan sering bilang masih perbaikan atau gangguan  ,-1
setelah update sendiri malah kluar sendiri gak bisa masuk2 server ggn hadeh makin sini makin jelek nih updatan versinya,-1
paket yg di tawarkan terlalu mahal  harga paketnya kebanyakan terlalu pelan  sebulan sering over limit jadi internet lamban banget paket  bps terasa sangat pelan sekali  internet banyak gangguan,-1
kalau lagi gangguan ini aplikasi selalu down  jadi gimana lakukan keluhan kalau gitu  belakangan ini juga ini indihome selalu dc dc  parah sumpah,-1
apk paling ga jelas di update malah ga bisa dibuka dan minta ganti password terus,-1
buruk  sering gangguan  tiap kali gangguan mesti disuruh mematikan   restart modem  apa tiap hari modem karus di restart ,-1
saya kecewa dgn indihome   saya sebagai pelanggan pertama adanya indihome seperti di anak tirikan   dengan iuran   ribu perbulan tidak sesuai paket yang di berikan hanya inet   mbps  ,-1
makin kesini aplikasi sering banget gangguan  loading lama dan akhirnya gagal  tulisannya sedang peningkatan pelayanan  tapi ngga meningkat2,-1
ga jelas ni aplikasi  gabisa masuk dengan alasan sedang meningkatkan stabilitas  astagah,-1
tiap login pakai nomor selalu sistem dalam perbaikan,-1
aplikasi amat sangat tidak membantu  setiap akan cek tagihan  cek profil  dll tidak pernah bisa,-1
aplikasi bwuruuuk   tiap mau login lama  giliran udah bisa keterangan   meningkatkan layanan    ya ya ngga bisa dibuka  buruk dari dulu emang ini aplikasi,-1
ux nya kurang  masih banyak bug  lama  aplikasi aneh  tiba  akun keluar sendiri  katanya password kadaluarsa  mau login juga susah  apa ini  katanya milik bumn tapi aplikasi aja banyak masalah  bingung saya       rating jelek ,-1
ferivikasi akun tidak bisa    cuma bisa stark di    alasan karena wifinya  mohon permudah donk   hari saya melakukan ferivikasi gagal melulu  padahal saya pake paket seamless  jadi ga bisa dipake pakeyannya  tolong dibenahi dong  ,-1
aplikasi para monyet  disaat penting jawabannya cuman meningkatkan jaringan dll  dan pas ada keluhan satu bulan baru diterima masalahnya,-1
app nya aja suka eror  selalu sedang melakukan peningkatan layanan  terus saya harus nelfon cs terus kalo ada gangguan   fungsi app kan untuk mempermudah,-1
jaringan bagus buka app lamaa loadingnya  karna di feedback  1    ada kemajuan nanti   lagi,-1
udah 1 minggu lebih wifi error  wifi dan pesawat tlp jadi ikut mati  padahal kami klinik  pelayanan kami jadi sangat terganggu sekali sekali komputer tidak bisa dipakai krn wifi mati  pesawat tlp juga tidak bisa digunakan jg krn wifi mati  kecewa bgt krn penangannya lambat bgt  udah   tlp pengaduan padahal ,-1
aplikasi nya belum berguna  kondisi status normal terus padahal bermasalah  di report ga bisa    percuma  ujung ujungnya telpon  ,-1
kenapa ya kalau beli pake sangat mudah dan cepat tapi kalau mau memberhentikan paket sangat lama dan tulisan ada peningkatan layanan udah 1 minggu coba sama aja,-1
buat yg sering complain coba deh kira2 kadang suka logout sendiri trus agak di persulit pas masuk lg atau gak  dan pas pengajuan complain misal kelar dan hasilnya ga beda jauh trus complain balik agak  susah  atau gak ,-1
itu yang ngasih bintang 5  mungkin bot wkwk  aplikasi cacat kek gini  ga guna  kalo belom siap jangan dipaksain bro,-1
niatnya mau revisi add on  tp tiap masuk aplikasi ini dibilang sedang melakukan perbaikan atau peningkatan  gmana ini solusinya ,-1
untuk verifikasi nik selalu tidak bisa  ganguan selalu  mohon di perbaiki ,-1
banyak bug nya  kadang halaman menu tidak muncul,-1
peningkatan layanan mulu woy  ini gw mau bayar tagihan  apa emang gak perlu di bayar nih,-1
aneh   pertama saya udah nurunin kecepatan tapi gak ada respon sama sekali   wifi saya   rb saya juga gak tau kenapa awal     terus ada peningkatan jaringan   tapi gratis dari indihome langsung tiba2 jadi   masih oke   ehh tiba² jadi  b   saya nurunin kecepatan gak bisa harus bayar sudah saya bayar   saya turunin gak ada repson saya tunggu 1 hari gak ada saya coba lagi sampe 5 x gak bisa² hari ini saya coba malah suruh bayar tagihan lagi padahal belum tanggal  ,-1
aplikasi nya sich   lancar aja   bintang 4 lah    tapi buat    jaringan nya    hadeeeuh    masalah melele        ,-1
setelah di update masih bikin repot pelanggan indihome  harus login ulang yang prosesnya ribet  ternyata belum berubah sama sekali terkait proses update  beda banget sama aplikasi yang lain yang ga butuh ribet kalo cuma update doang    ,-1
aplikasi sampah login saja dipersulit  aplikasi menyalahkan sinyal lemah  kan ini pakai indihome berarti indihome     ,-1
aplikasi yang sangat jelek sekali untuk sekelas bumn kita  mau buka aja prosesnya lama bener  gak ada peningkatan nih aplikasi  dari hari  minggu  bulan tetap saja gak jelas nih aplikasi ,-1
bug nya tolong diperbaiki setiap kali mau masuk halaman poin myindihome pasti force closed terus menerus ,-1
loading sangat lama  jaringan internet gak bisa digunakan  gak bisa masuk aplikasi,-1
setiap mau log in selalu muncul koneksi bermasalah atau sedang meningkatkan pelayanan  gtu aja terus udah seminggu ini,-1
jaringannya lancar jaya ga lemot tp kadang suka  n mempermudah sya ntn video       terikasih indhome,-1
sedang peningkatan trs gk bisa login,-1
tolang dibantu sy sudah lama berlangganan kok tidak bisa louding keterang selalu harap kompirmasi paswod tolong diparbaikin,-1
makin kemari makin ga jelas aplikasinya  suruh update password  setelah update tetap dalam masa perbaikan  yg salah aplikasi  perangkat  ataukah jaringannya ini ,-1
terburuk sering gangguan sunyal lemot poin saya hilang pelayanan juga lama   mahal banget dibanding lokal sama2   mbps cuma   gak pernah nyendat2  ,-1
versi terbaru versi 4  0 ini agak lambat kalau dibuka dan tidak bisa buka error saat mau masuk ke poin myindihome  tolong diperbaiki lg  terimakasih,-1
tiap mau buat pengaduan selalu dipaksa untuk merestart modem dulu via aplikasi myindihome  tetapi saat restart selalu muncul  mohon maaf kami sedang melakukan peningkatan layanan  silahkan akses halaman ini beberapa saat lagi  gimana saya mau melakukan pengaduan jika begini terus  sudah 1 tahun peningkatan layanan ga selesai selesai,-1
suruh update   giliran udah update malah gabisa login udah masukin kode berkali kali   gonta ganti tetep gabisa  suruh cek jaringan   padahal nyambung indihome  aneh    ,-1
dear indihome    jaringan error dan aplikasi my indihome yang gk bisa di buka untuk layanan pengaduannya  kami pelanggan telat sehari aja bayarnya kena denda tapi pelayanan indihome dari awal pasang sering error  saya berlangganan udah dari    meskipun udah bayar di aplikasi masih aja ada notif terisolir  jadi susah banget buat pengaduan ,-1
skrng pasang baru dapat diskon    dapatnya  bps  pelanggan lama pasang  bps aja biaya    dikasih promo up speed tapi tambah biaya     sumpah bikin males ni profider,-1
sebelummya udh kasih rating bagus  tapi ini aplikasi error nya lama amat ,-1
aplikasi jelek sering eror  internetny jg sampah  dapet bad ip terus jd gak bs konek ke ps4,-1
tolong dong di perbaiki ko semenjak update lagi mau cek poin my indihome mala tiba² keluar sendiri,-1
ini gimana maksudnya tagihan tiba2 masuk bulan agustus sudah dibayar pakai uang jaminan pasang baru,-1
login gak bisa dengan alasan sedang meningkat kan pelayanan,-1
terakhir buka ini aplikasi sudah beberapa tahun kebelakang  baru saya buka lagi hari ini karena ada gangguan di internet saya  sebesar telkom kok bisa bikin aplikasi selemot ini  untuk melaporkan gangguan masih jauh lebih baik versi sebelumnya aplikasi lemot begini apa tidak malu dengan nama sebesar itu ,-1
setelah aplikasi di update tidak bisa login   tidak bisa lapor gangguan   masalah tidak pernah selesai  ,-1
akun saya diblokir gara gara sandi kadaluwarsa  pas memasukan kode verifikasi malah error terus  lama lama bosan juga seperti ini  atau saya berhenti saja langganan indihome ,-1
skeles provider indihome aja bikin aplikasi ga pernah beres  system selalu perbaikan  skalinya bener loading nya lama  udh gitu buka fitur apa aja nunggu lama  ya   kami sedang perbaikan system  ga guna lah nih aplikasi,-1
